epoch,loss
0,0.6464076042175293
1,0.6293723583221436
2,0.6273475885391235
3,0.6261115670204163
4,0.6251843571662903
5,0.6244082450866699
6,0.6236935257911682
7,0.6230189204216003
8,0.622366189956665
9,0.6217323541641235
10,0.6211141347885132
11,0.6205033659934998
