epoch,loss
0,0.6443006992340088
1,0.6321117281913757
2,0.630322277545929
3,0.6289862394332886
4,0.627674400806427
5,0.6266686320304871
6,0.6258624792098999
7,0.6251756548881531
8,0.6245113015174866
9,0.6238657832145691
10,0.6233476996421814
11,0.6227293610572815
12,0.6221535801887512
