epoch,loss
0,0.6377347707748413
1,0.6328402161598206
2,0.6312059760093689
3,0.629960834980011
4,0.6291057467460632
5,0.6284514665603638
6,0.627922534942627
7,0.6274590492248535
8,0.6270657777786255
9,0.6267191171646118
