epoch,loss
0,0.6461222171783447
1,0.6344389915466309
2,0.6330869197845459
3,0.63209068775177
4,0.6311385631561279
5,0.630492627620697
6,0.6298497319221497
7,0.629412829875946
8,0.6289732456207275
