epoch,loss,val_loss
0,0.5979711413383484,0.5737828612327576
1,0.5606403350830078,0.5444357395172119
2,0.5279093980789185,0.5047461986541748
3,0.49383243918418884,0.47864609956741333
4,0.4692683815956116,0.45955386757850647
5,0.4475677013397217,0.4378011226654053
6,0.42788511514663696,0.4175679087638855
7,0.4087560176849365,0.39668774604797363
8,0.39145591855049133,0.38301151990890503
9,0.3769108057022095,0.3693417012691498
