epoch,loss
0,0.6396647095680237
1,0.6234709024429321
2,0.6215362548828125
3,0.6204273700714111
4,0.6195780038833618
5,0.6188523769378662
6,0.6181896328926086
7,0.6175528764724731
8,0.61693274974823
9,0.6163527369499207
10,0.6158011555671692
11,0.6152534484863281
