epoch,loss
0,0.6402141451835632
1,0.6270248293876648
2,0.6252961754798889
3,0.6239786744117737
4,0.622972846031189
5,0.6220586895942688
6,0.6213603615760803
7,0.6206817030906677
8,0.6201255917549133
9,0.6196206212043762
10,0.6189994215965271
11,0.6185696721076965
12,0.6182107925415039
