epoch,loss,val_loss
0,0.653409481048584,0.6416113972663879
1,0.6399956941604614,0.6395107507705688
2,0.638477623462677,0.6387286186218262
3,0.6372973322868347,0.638129711151123
4,0.6364124417304993,0.6378329992294312
5,0.6356415152549744,0.6375237107276917
6,0.6348157525062561,0.6372495889663696
7,0.6342054605484009,0.6370830535888672
8,0.6337234377861023,0.636806070804596
9,0.6331801414489746,0.6368082761764526
