epoch,loss
0,0.6517431735992432
1,0.6402506828308105
2,0.6388146877288818
3,0.6377997994422913
4,0.6368309259414673
5,0.636117696762085
6,0.6354828476905823
7,0.6349902153015137
8,0.6345795392990112
